127ad70782	61d16a6501	Tue Jul 25 17:54:14 2023 +0200	Fix open_basedir leak	commit 127ad70782f9bf5c245a7b55a1c420f2d67b993fAuthor: Ilija Tovilo <ilija.tovilo@me.com>Date:   Mon Jul 24 23:23:32 2023 +0200    Fix open_basedir leak        Fixes oss-fuzz #60741    Closes GH-11780
944d653b3d	9346da8964	Wed Sep 29 11:09:04 2021 +0200	Fix inference for INIT_ARRAY with illegal offset type	commit 944d653b3deed174f3c5f8f71db34e55b64aee62Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Sep 29 11:06:42 2021 +0200    Fix inference for INIT_ARRAY with illegal offset type        Extract assign_dim_array_result_type() helper that can be reused    for INIT_ARRAY and implements all this logic correctly.        Fixes oss-fuzz 5156868775870464.
97b5eeeb6c	2f798d99b7	Tue Sep 28 16:33:11 2021 +0200	Fix leak with ASSIGN_OBJ on null	commit 97b5eeeb6c04c7637bef5d32a1b08dd409f16570Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 28 16:28:34 2021 +0200    Fix leak with ASSIGN_OBJ on null        We still need to free op1 in this case.        Fixes oss-fuzz 5782176231194624 (part of #38542).
2f798d99b7	6154aa652d	Tue Sep 28 15:57:55 2021 +0200	Fix leak of invalid stream_read() return value	commit 2f798d99b74933c25aee8509dd44fdc8a8697f05Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 28 15:55:24 2021 +0200    Fix leak of invalid stream_read() return value        Fixes oss-fuzz 6225190686687232 (part of #38542).
17d6efc729	2e02b1f157	Tue Sep 28 10:37:54 2021 +0200	Fix block marking for two arm math	commit 17d6efc729e0a973bb4e8f4e19a9d099a8c13b54Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 28 10:35:54 2021 +0200    Fix block marking for two arm math        This would end up taking the successors_count=2 case, even though    we need to treat SWITCH and MATCH differently. This incorrectly    marked a block as FOLLOW, resulting in incorrect block pass    optimization.        Fixes oss-fuzz #39380.
7d483418e2	823888c472	Mon Sep 27 16:18:40 2021 +0200	Fix relative offsets when copying JMPZNZ	commit 7d483418e21b8c250f03cbef6480e34e428e6f53Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Sep 27 16:13:33 2021 +0200    Fix relative offsets when copying JMPZNZ        This was doing a plain copy of JMPZNZ, even though it encodes    offsets relative to the opline. As such, the offsets would be    relative to target, while they should be relative to opline.    Fix this by recomputing them.        Fixes oss-fuzz #39295.
ddf8910237	038bc27787	Mon Sep 27 11:26:31 2021 +0200	Fix DCE of unreachable phi in cycle	commit ddf89102377a0603d76936a9b0d5a6dafd5bc229Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Sep 27 11:24:52 2021 +0200    Fix DCE of unreachable phi in cycle        We can't remove a trivial phi of the form x = phi(x), because we    don't have a replacement value. We could drop the whole block    though. SCCP would normally do this, but in this particular case    we only determine non-reachability based on type information.        Fixes oss-fuzz #39316.
4fcf0db649	fdc6082902	Fri Aug 27 11:34:22 2021 +0200	Fix use after free when rebinding __call closure	commit 4fcf0db649835339837a502589732e11f0ce6b57Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Fri Aug 27 11:34:22 2021 +0200    Fix use after free when rebinding __call closure        We would end up freeing the function name twice here, once for    the original closure, and once for the rebound one.        Rather than further special casing the zend_closure_call_magic    case, always addref the function_name for internal functions,    the same we do for userland functions. To compensate, we need to    release the original function name when creating from callable    or call frame.        Fixes oss-fuzz #37695.
b964d007e3	07984435ae	Thu Aug 26 12:00:37 2021 +0200	Fix AST print of first class callable in anon class expr	commit b964d007e383516408c64fc533ed791a13034030Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Thu Aug 26 11:58:31 2021 +0200    Fix AST print of first class callable in anon class expr        This will cause a compile error later, but the expression is    printed first.        Fixes oss-fuzz #37473.
6d5ae6496c	70872dde94	Tue Aug 3 10:25:24 2021 +0200	Fix ASSIGN_DIM to NEXT with rc=1 reference value	commit 6d5ae6496c6d1b7a563a0b189d868dd7089be395Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Aug 3 10:19:23 2021 +0200    Fix ASSIGN_DIM to NEXT with rc=1 reference value        The reference wrapper was destroyed while value still pointed into    it and was later used to assign the ASSIGN_DIM return value. This    could be fixed either by moving the return value assignment earlier,    or by working with the value that has been stored in the array.    I'm going with the latter here, because that matches what the    non-NEXT codepath does via assign_to_variable more closely.        Fixes oss-fuzz #36807.
b6dcab2cbb	e120d5269a	Mon Jul 19 12:08:03 2021 +0200	Fix assert with attribute + first-class callable in assert	commit b6dcab2cbb82fb775180d331462641f2e675bd02Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Jul 19 12:08:03 2021 +0200    Fix assert with attribute + first-class callable in assert        This is going to result in a compile-time error, but AST printing    is invoked first and should handle it gracefully. Handle it by    falling back to more generic printing code.        Fixes oss-fuzz #36264.
5f8ed7765a	0192fd20cc	Mon Jul 12 11:30:20 2021 +0200	Fix GC of object properties HT	commit 5f8ed7765ab2a0ec372fce90701c51ce75312541Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Jul 12 11:24:51 2021 +0200    Fix GC of object properties HT        We partially fixed this in bug #78379, but still don't handle    the case where the properties array is marked as grey first,    which causes a delref to not be performed later.        Fix this by treating the object properties HT the same way as    other refcounted values, including addrefs/delrefs. The object    dtor code already handles properties HT with NULL GC type, so    out of order destruction should not be a problem.        Fixes oss-fuzz #36023.
58699ffcf1	62ecf54f35	Thu Jul 8 10:12:40 2021 +0200	Fix constant update for shadowed private property	commit 58699ffcf137154ddd339a0c805996dd8ce80522Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Thu Jul 8 10:04:23 2021 +0200    Fix constant update for shadowed private property        Updating based on the properties info HT will miss private parent    properties that have been shadowed in the child class. Instead,    perform updating directly on the default properties table.        We can't do the same for static properties, because those don't    have a convenient way to look up the property type from the    property offset. However, I don't believe the problem exists for    static properties, because we're always going to be using the    property on the class it was declared on, while children only hold    INDIRECT references. As such, this should be covered by parent    class const updating.        Fixes oss-fuzz #35906.
62ecf54f35	52a00fe776	Wed Jul 7 09:38:30 2021 +0200	Fix use after free on compound division by zero	commit 62ecf54f35e227d09d19ec40920f7bb8d29e9356Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Jul 7 09:36:30 2021 +0200    Fix use after free on compound division by zero        We can't destroy the result operand early, because the division    might fail, in which case we need to preserve the original value.    Place the division result in a temporary zval, and only copy it    on success.        Fixes oss-fuzz #35876.
96bf925cde	bdc60fa7da	Fri Jul 2 11:15:31 2021 +0200	Fix return value of wrong fucntion by-ref assign	commit 96bf925cde2af891e9fca761ffecbfebef6a0d30Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Fri Jul 2 11:15:31 2021 +0200    Fix return value of wrong fucntion by-ref assign        We should be using the result of zend_assign_to_variable() here,    which will deref prior to potential freeing.        Fixes oss-fuzz #29899.
8bb81226c1	d05da0f06c	Mon Apr 19 10:20:30 2021 +0200	Handle debug_print_backtrace() from main script	commit 8bb81226c167e0c90a1f87357e9abd32c05076c8Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Apr 19 10:20:30 2021 +0200    Handle debug_print_backtrace() from main script        If there is nothing to print, the smart_str will hold a nullptr.        Fixes oss-fuzz #33334.
f40c8fdf67	a3e6735999	Thu Apr 15 12:32:05 2021 +0200	Fix return-by-ref from array_reduce callback	commit f40c8fdf672923fd585023574e954b79b85b8777Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Thu Apr 15 12:32:05 2021 +0200    Fix return-by-ref from array_reduce callback        Fixes oss-fuzz #32990.
5fd2a5b13b	89c61186ff	Fri Mar 19 16:04:47 2021 +0100	Fix handling of unknown class in trait precedence list	commit 5fd2a5b13b6e0bb5261f1032056856c09649c5faAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Fri Mar 19 16:04:16 2021 +0100    Fix handling of unknown class in trait precedence list        Fixes oss-fuzz #31983.
ab98944195	ed4f90f0c7	Mon Feb 22 10:32:59 2021 +0100	Fix trampoline leak on dynamic static call of non-static method	commit ab989441957956522c1663f1a0662067afbfdb6cAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Feb 22 10:32:28 2021 +0100    Fix trampoline leak on dynamic static call of non-static method        Fixes oss-fuzz #30317.
f37fe68e63	59590663d7	Sat Feb 20 11:16:37 2021 +0100	Fix closure GC handler for fake closures	commit f37fe68e6300e6a347dffecf8d7788da0ab0a02dAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Sat Feb 20 11:16:37 2021 +0100    Fix closure GC handler for fake closures        Fixes oss-fuzz #31135.
7b7d99839c	3646604203	Mon Feb 15 14:58:38 2021 +0100	Fix symtable cache being used while cleaning symtable	commit 7b7d99839c2e2886ecf159952552c9964bd80481Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Feb 15 14:52:38 2021 +0100    Fix symtable cache being used while cleaning symtable        We need to first clean the symtable and then check whether a cache    slot is available for it. Otherwise, it may happen that a destructor    runs while cleaning the table and uses up all the remaining slots    in the cache.        This is particularly insidious because once we overflow the cache,    the first pointer we modify is symtable_cache_ptr, making it hard    to understand what happened after the fact.        Fixes oss-fuzz #30815.
c70220205e	8b9dd0a301	Mon Feb 15 12:43:31 2021 +0100	Fix assertion failure in cufa optimization with named args	commit c70220205e20005ad916289ea6958d156fac54daAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Feb 15 12:42:48 2021 +0100    Fix assertion failure in cufa optimization with named args        Fixes oss-fuzz#30764.
e8a0ae186f	9862296d46	Mon Jan 18 10:35:01 2021 +0100	Fix memsize check for xxh32	commit e8a0ae186ffaa71ff70170ccd9c2e5e444b1a8baAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Jan 18 10:35:01 2021 +0100    Fix memsize check for xxh32        Copy-paste mistake: The memsize limit for xxh32 should be 16,    rather than 32 (which is correct for xxh64).        Probably fixes oss-fuzz #29661.
9862296d46	a3e55286a6	Mon Jan 18 10:31:38 2021 +0100	Fix $GLOBALS[] in isset and unset	commit 9862296d46013aa87b367ecd2b258fd8dd6614bfAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Jan 18 10:31:38 2021 +0100    Fix $GLOBALS[] in isset and unset        I've previously addressed the case of assignments, but the same    issue exists for isset and unset.        Fixes oss-fuzz #29699.
dd335359e9	5e57f37247	Tue Jan 5 13:03:41 2021 +0100	Fix infinite recursion in unlinked_instanceof	commit dd335359e950e52dd5e679da05b5c1f4084e5869Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Jan 5 13:02:30 2021 +0100    Fix infinite recursion in unlinked_instanceof        I suspect this is only a partial fix for the issue, it's probably    possible to recurse through a more complex pathway as well.        Fixes oss-fuzz #28961.
d29d3a4bf6	0067c3ced1	Tue Jan 5 12:44:17 2021 +0100	Fix use-after-scope in SplObjectStorage::unserialize()	commit d29d3a4bf69f0122b40ebafa376e2f34b20002f6Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Jan 5 12:43:19 2021 +0100    Fix use-after-scope in SplObjectStorage::unserialize()        Introduced by the recent switch to a zend_object. Unserialize the    object into a tmp_var to avoid leaving behind a stack reference.        Fixes oss-fuzz #29271.
0067c3ced1	ed4f18b463	Tue Jan 5 12:25:19 2021 +0100	Fix lexing of zero octal followed by whitespace	commit 0067c3ced17ff69516854865e607887a9702cd0cAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Jan 5 12:24:23 2021 +0100    Fix lexing of zero octal followed by whitespace        We'd call strtol starting at the whitespace, and strtol strips    whitespace...        Fixes oss-fuzz #29272.
2d467abc46	7971602574	Mon Dec 7 12:36:09 2020 +0100	Fix another typed resource issue in unserialization	commit 2d467abc46ec4ee97484d4e35909bed322600037Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Dec 7 12:33:23 2020 +0100    Fix another typed resource issue in unserialization        We also need to discard old entries in the ref_props HT when values    are overwritten.        We should really forbid these kinds of overwrites. I believe they    can only occur in manually crafted serialization strings, and    cause so many problems...        Fixes oss-fuzz #28257.
77325c4448	426fe2f20c	Fri Dec 4 12:56:05 2020 +0100	Fix removal of type source during unserialization	commit 77325c4448cff9d031b86c394932acb072e99bfeAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Fri Dec 4 12:56:05 2020 +0100    Fix removal of type source during unserialization        Missed a check for info in this code. Add it, and add an assertion    in type source removal to make it easier to catch this issue.        Fixes oss-fuzz #28208 and #28257.
7a3f25e370	e074e029ee	Wed Nov 25 12:25:07 2020 +0100	Fix ref source management during unserialization	commit 7a3f25e370aa3be594de0873b8d67ae7ad7a21f6Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Nov 25 12:25:07 2020 +0100    Fix ref source management during unserialization        Only register the slot for adding ref sources later if we didn't    immediately register one. Also avoids leaking a ref source if    it is added early and the assignment fails.        Fixes oss-fuzz #27628.
706241f82d	d016434ad3	Tue Nov 24 16:42:16 2020 +0100	Fix usage of casted string in ReflectionParameter ctor	commit 706241f82d675421766b23fad4923f22b2c8e32cAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Nov 24 16:41:18 2020 +0100    Fix usage of casted string in ReflectionParameter ctor        Fixes oss-fuzz #27755.
085e16c301	3bd3651bcc	Fri Oct 30 12:38:27 2020 +0100	Fix signed integer overflow	commit 085e16c30176d21ca2ee7b3b0e158ea0f2a7cb28Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Fri Oct 30 12:37:22 2020 +0100    Fix signed integer overflow        Fixes oss-fuzz #26763.
7e61c2edd8	3c53732332	Tue Sep 15 16:51:56 2020 +0200	Fix uninitialized run-time cache when resolving named param defaults	commit 7e61c2edd8456ff502e17e14d517da409f1e6193Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 15 16:08:14 2020 +0200    Fix uninitialized run-time cache when resolving named param defaults        Fixes oss-fuzz #25676.
3c53732332	a009d370e9	Tue Sep 15 15:44:01 2020 +0200	Fix undef var exception handling in JMP_NULL	commit 3c53732332c4b9d3904eec0d1c42f0d4d4bf65c6Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 15 15:43:31 2020 +0200    Fix undef var exception handling in JMP_NULL        We need to initialize the result variable in the exceptional    case as well.        Fixes oss-fuzz #25526.
2bbf2a91aa	e97aed4ddb	Tue Sep 15 15:26:41 2020 +0200	Fix assumption about property guard hash value	commit 2bbf2a91aacd59d3511b5e22cac064d708140caaAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 15 15:25:22 2020 +0200    Fix assumption about property guard hash value        The "member" string here does not necessarily have a pre-calculated    hash value. In particular this is not the case if the class has no    properties.        Fixes oss-fuzz #25546.
16b9f19678	f5bbb0480e	Tue Sep 15 15:08:55 2020 +0200	Fix compile-time/run-time discrepancies with unary operators	commit 16b9f196782281e2bb407f3217695205d8cb70ffAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Sep 15 15:06:56 2020 +0200    Fix compile-time/run-time discrepancies with unary operators        This addresses two issues:     * ~ throws for a number of types, and we should not compile-time       evaluate in that case. Add a check similar to what we do for       binary ops.     * Unary +/- may produce a different error message due to       canonicalization of the constant operand to the RHS. To avoid       this, put the constant operand on the RHS right away.        Fixes oss-fuzz #25649.
2e9e706a82	a07c1f56aa	Wed Sep 2 10:52:55 2020 +0200	Fix throwing of yield from related exceptions into generator	commit 2e9e706a8271bbb42ad696c3383912facdd7d45fAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Sep 2 10:50:14 2020 +0200    Fix throwing of yield from related exceptions into generator        Use the general zend_generator_throw_exception() helper for this.    Otherwise we don't handle the off-by-one opline correctly (should    we maybe just stop doing that?)        This is a followup to ad750c3bb6e7b48384c6265eb9d3bcf5b4000652,    which fixed a different yield from exception handling problem that    happened to show up in the same test case from oss-fuzz #25321.    Now both issues should be fixed.
8b6b2bda09	aedc7b0fb4	Wed Sep 2 10:26:55 2020 +0200	Fix by-ref list assign LIST_W+MAKE_REF separation	commit 8b6b2bda093b26640d0d1d640e4566684df88011Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Sep 2 10:23:44 2020 +0200    Fix by-ref list assign LIST_W+MAKE_REF separation        Shift the responsibility for emitting MAKE_REF to the list assignment    code, to make sure that LIST_W and MAKE_REF are directly adjacent,    and there are no opcodes in between that could modify the LIST_W    result.        Additionally, adjust the zend_wrong_string_offset() code to not    perform a loop over opcodes and assert that the next opcode is    a relevant one. The VM write-safety model requires this.        This is a followup to a07c1f56aac1c0f6c8334760009b678cbf9d6138    and the full fix for oss-fuzz #25352.
a07c1f56aa	cd2afd99b1	Wed Sep 2 10:16:05 2020 +0200	Fix infinite loop on string offset during by-ref list assign	commit a07c1f56aac1c0f6c8334760009b678cbf9d6138Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Sep 2 10:13:42 2020 +0200    Fix infinite loop on string offset during by-ref list assign        There is a deeper underlying issue here, in that the opcodes violate    VM write-fetch safety, but let's fix the infinite loop first.        This fixes oss-fuzz #25352.
ad750c3bb6	376bbbdf3b	Mon Aug 31 10:51:31 2020 +0200	Fix handling of exception if valid() during yield from	commit ad750c3bb6e7b48384c6265eb9d3bcf5b4000652Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Aug 31 10:51:00 2020 +0200    Fix handling of exception if valid() during yield from        Fixes oss-fuzz #25296.
74de17f2ea	844a2dd6ac	Mon Aug 24 17:35:04 2020 +0200	Fix potential integer overflow detected by oss-fuzz	commit 74de17f2ea9c7485701ada23fa935f9800b5b275Author: Christoph M. Becker <cmbecker69@gmx.de>Date:   Mon Aug 24 17:32:06 2020 +0200    Fix potential integer overflow detected by oss-fuzz        We port the respective fix from upstream[1].        [1] <https://github.com/libgd/libgd/commit/9ed642764cf0b4585d135eb738812a43265cb2d3>
a4c015b4b2	05c5c93705	Mon Aug 3 10:16:38 2020 +0200	Fix handling of nullsafe method in empty()	commit a4c015b4b272b992379517e3b0e8d5c6c6fb213dAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Aug 3 10:16:04 2020 +0200    Fix handling of nullsafe method in empty()        Fixes oss-fuzz #24627.
ee7eecf321	c206c742d6	Wed Jul 29 15:51:47 2020 +0200	Fix leak with nullsafe operator with constant LHS	commit ee7eecf321fb480485fce7efce0d6deb8629870eAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Jul 29 15:51:47 2020 +0200    Fix leak with nullsafe operator with constant LHS        Followup to 5303bcdd32e8171399c2c60bf431e5304a66c39a. We need to    perform the addref after emitting the opline, because that might    intern the string.        Fixes oss-fuzz #24479.
5303bcdd32	2dbb4ecfa1	Tue Jul 28 09:48:13 2020 +0200	Fix use-after-free when nullsafe used with constant LHS	commit 5303bcdd32e8171399c2c60bf431e5304a66c39aAuthor: Nikita Popov <nikita.ppv@gmail.com>Date:   Tue Jul 28 09:48:13 2020 +0200    Fix use-after-free when nullsafe used with constant LHS        Fixes oss-fuzz #24436.
08e6c20955	3b5b288127	Mon Jul 27 10:27:26 2020 +0200	Fix null pointer deref in compile_return()	commit 08e6c209550a268500bbdef48c1b19494272e6e8Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Mon Jul 27 10:27:26 2020 +0200    Fix null pointer deref in compile_return()        Fixes oss-fuzz #24387.
fac43d6515	c8e9aa854c	Wed Dec 4 11:20:52 2019 +0100	Fix AST printing of nullable builtin types	commit fac43d6515adb932083edeacd40f87d6b8393d66Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Dec 4 11:20:52 2019 +0100    Fix AST printing of nullable builtin types        Fixes oss-fuzz #19109.
a6832caac9	7b34e30b9a	Wed Dec 4 11:07:22 2019 +0100	Fix incorrect assertion in property type variance check	commit a6832caac9678fce098064a62137bb88e1d7e236Author: Nikita Popov <nikita.ppv@gmail.com>Date:   Wed Dec 4 11:07:22 2019 +0100    Fix incorrect assertion in property type variance check        Only one of the status has to be UNRESOLVED, the other could also    be SUCCESS.        Fixes oss-fuzz #19108 and oss-fuzz #19111.
